"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Awesome Cotton Tuna","84","$952.04","12/28/2023","Plastic"
"Refined Wooden Computer","39","$838.77","04/08/2024","Fresh"
"Elegant Bronze Cheese","7","$809.66","02/17/2023","Steel"
"Modern Steel Ball","25","$659.00","01/08/2023","Rubber"
"Intelligent Concrete Chicken","36","$663.66","08/30/2023","Granite"
"Refined Metal Ball","94","$209.69","03/13/2023","Concrete"
"Incredible Soft Pizza","64","$803.86","03/03/2023","Steel"
"Refined Granite Sausages","75","$607.50","04/06/2024","Cotton"
"Ergonomic Metal Gloves","75","$653.65","05/16/2023","Bronze"
"Tasty Wooden Chair","33","$859.86","12/19/2022","Concrete"
"Generic Metal Table","96","$570.32","08/10/2023","Metal"
"Bespoke Steel Pants","79","$635.57","06/01/2023","Rubber"
"Handcrafted Bronze Salad","66","$397.59","11/14/2023","Rubber"
"Fantastic Fresh Cheese","5","$203.68","12/12/2023","Metal"
"Modern Plastic Table","79","$75.33","10/01/2023","Rubber"
"Incredible Plastic Tuna","72","$842.87","07/02/2023","Bronze"
"Elegant Rubber Gloves","45","$34.10","07/07/2023","Wooden"
"Oriental Rubber Bacon","26","$273.20","05/02/2023","Steel"
"Licensed Cotton Cheese","85","$106.26","12/24/2023","Bronze"
"Practical Steel Soap","50","$800.61","02/25/2024","Concrete"
"Sleek Plastic Pants","66","$783.78","10/21/2023","Soft"
"Licensed Concrete Pizza","4","$367.18","12/19/2022","Steel"
"Licensed Bronze Hat","12","$204.02","01/10/2023","Fresh"
"Practical Rubber Shoes","35","$479.56","01/16/2023","Plastic"
"Sleek Bronze Shirt","35","$781.41","04/16/2024","Cotton"
"Licensed Bronze Bike","12","$699.84","06/12/2023","Concrete"
"Fantastic Steel Car","53","$794.39","04/02/2023","Fresh"
"Recycled Concrete Computer","92","$7.73","07/22/2023","Cotton"
"Elegant Granite Car","35","$821.75","01/20/2024","Concrete"
"Electronic Frozen Chicken","70","$136.99","09/29/2023","Fresh"
"Luxurious Plastic Pizza","85","$754.04","05/22/2023","Bronze"
"Rustic Steel Tuna","41","$868.44","10/15/2023","Fresh"
"Incredible Wooden Bacon","59","$131.65","06/18/2023","Wooden"
"Unbranded Soft Keyboard","42","$426.36","01/13/2023","Frozen"
"Sleek Bronze Bacon","37","$389.57","06/22/2023","Wooden"
"Refined Rubber Ball","45","$158.16","10/08/2023","Steel"
"Generic Wooden Hat","34","$335.48","09/27/2023","Granite"
"Handcrafted Cotton Shirt","75","$669.65","06/24/2023","Cotton"
"Oriental Fresh Keyboard","67","$582.85","01/01/2024","Plastic"
"Fantastic Plastic Sausages","72","$87.03","02/20/2024","Cotton"
"Unbranded Rubber Chips","43","$278.74","03/28/2023","Concrete"
"Refined Plastic Soap","6","$328.82","10/04/2023","Bronze"
"Handcrafted Plastic Car","91","$592.27","01/23/2023","Steel"
"Generic Granite Table","8","$453.09","02/14/2023","Rubber"
"Incredible Steel Table","76","$11.93","11/07/2023","Granite"
"Oriental Rubber Salad","27","$634.57","03/07/2024","Fresh"
"Handcrafted Cotton Chicken","87","$417.85","09/01/2023","Concrete"
"Recycled Metal Shirt","47","$458.06","08/06/2023","Concrete"
"Ergonomic Rubber Chips","50","$993.97","10/24/2023","Fresh"
"Awesome Rubber Fish","20","$658.54","04/26/2023","Soft"
"Generic Rubber Shirt","50","$970.50","06/20/2023","Fresh"
"Luxurious Wooden Mouse","94","$141.81","04/16/2024","Soft"
"Elegant Granite Ball","95","$113.52","02/26/2024","Bronze"
"Awesome Wooden Computer","72","$97.80","06/12/2023","Granite"
"Ergonomic Wooden Computer","95","$79.77","03/16/2023","Steel"
"Elegant Bronze Pants","19","$344.20","02/25/2023","Frozen"
"Electronic Plastic Ball","85","$972.07","06/27/2023","Fresh"
"Recycled Steel Hat","64","$146.49","07/09/2023","Rubber"
"Oriental Rubber Car","10","$100.73","10/24/2023","Wooden"
"Recycled Rubber Cheese","80","$509.07","07/12/2023","Frozen"
"Recycled Metal Sausages","1","$532.13","04/14/2024","Cotton"
"Gorgeous Frozen Computer","68","$357.74","02/03/2024","Plastic"
"Tasty Plastic Bike","81","$235.22","09/09/2023","Fresh"
"Unbranded Metal Cheese","64","$355.24","10/30/2023","Bronze"
"Ergonomic Plastic Fish","50","$945.06","05/09/2023","Fresh"
"Fantastic Metal Cheese","3","$839.58","06/26/2023","Fresh"
"Ergonomic Rubber Gloves","55","$788.01","12/28/2023","Frozen"
"Generic Bronze Chicken","12","$857.44","10/13/2023","Fresh"
"Intelligent Granite Car","51","$80.36","01/16/2024","Metal"
"Tasty Rubber Bacon","49","$606.76","10/24/2023","Bronze"
"Luxurious Concrete Cheese","32","$34.31","01/25/2023","Cotton"
"Recycled Plastic Sausages","72","$699.37","09/28/2023","Fresh"
"Ergonomic Granite Tuna","53","$273.10","07/09/2023","Concrete"
"Generic Steel Computer","68","$394.45","05/13/2023","Rubber"
"Ergonomic Soft Car","95","$887.31","08/20/2023","Wooden"
"Intelligent Plastic Soap","6","$763.40","03/09/2024","Soft"
"Elegant Steel Shirt","56","$689.85","05/18/2023","Wooden"
"Unbranded Fresh Car","48","$279.95","12/10/2023","Frozen"
"Bespoke Fresh Salad","91","$326.85","02/28/2024","Soft"
"Recycled Granite Shirt","59","$966.85","04/14/2024","Wooden"
"Practical Soft Pizza","53","$925.40","04/11/2023","Frozen"
"Practical Metal Bike","7","$523.91","12/28/2022","Metal"
"Licensed Bronze Car","98","$466.20","12/26/2023","Plastic"
"Luxurious Rubber Computer","28","$979.90","06/05/2023","Steel"
"Tasty Metal Hat","13","$144.28","02/01/2023","Steel"
"Handcrafted Plastic Keyboard","73","$258.14","04/08/2024","Concrete"
"Oriental Plastic Keyboard","49","$308.08","03/11/2023","Concrete"
"Small Wooden Shoes","4","$734.77","04/05/2023","Granite"
"Handmade Granite Towels","16","$683.32","03/07/2024","Plastic"
"Modern Plastic Chicken","54","$163.75","10/08/2023","Rubber"
"Bespoke Bronze Gloves","31","$532.31","05/15/2023","Granite"
"Practical Steel Chair","26","$949.65","06/08/2023","Frozen"
"Licensed Concrete Gloves","76","$697.73","10/22/2023","Fresh"
"Elegant Granite Bacon","69","$530.86","02/04/2024","Frozen"
"Tasty Wooden Gloves","23","$270.27","09/18/2023","Granite"
"Tasty Plastic Mouse","2","$788.47","02/08/2023","Plastic"
"Luxurious Concrete Shoes","76","$407.35","07/07/2023","Rubber"
"Rustic Granite Gloves","76","$502.20","09/14/2023","Rubber"
"Tasty Bronze Chips","83","$556.31","02/04/2024","Steel"
"Practical Concrete Ball","62","$126.47","12/31/2022","Frozen"
"Small Bronze Sausages","43","$502.86","04/01/2024","Fresh"
"Ergonomic Soft Shoes","27","$163.77","06/07/2023","Plastic"
"Handmade Steel Car","53","$836.74","03/24/2024","Steel"
"Electronic Metal Table","78","$324.22","05/01/2024","Bronze"
"Gorgeous Granite Hat","69","$443.44","02/02/2024","Fresh"
"Elegant Soft Soap","17","$906.62","07/23/2023","Bronze"
"Electronic Bronze Hat","71","$113.22","09/15/2023","Concrete"
"Intelligent Bronze Towels","20","$27.80","02/10/2024","Concrete"
"Unbranded Metal Hat","88","$448.20","02/22/2024","Plastic"
"Fantastic Plastic Bike","51","$760.19","01/22/2023","Bronze"
"Sleek Wooden Pants","83","$40.14","09/20/2023","Rubber"
"Fantastic Steel Soap","82","$82.75","05/01/2024","Frozen"
"Unbranded Soft Fish","42","$602.70","09/02/2023","Bronze"
"Gorgeous Fresh Gloves","64","$20.82","02/23/2023","Rubber"
"Gorgeous Granite Keyboard","66","$37.08","09/26/2023","Fresh"
"Ergonomic Concrete Bike","76","$267.87","08/19/2023","Metal"
"Incredible Soft Shoes","47","$522.06","08/28/2023","Concrete"
"Handcrafted Rubber Pizza","65","$643.21","02/16/2023","Concrete"
"Recycled Metal Cheese","24","$909.07","07/26/2023","Soft"
"Gorgeous Wooden Chips","6","$208.03","01/21/2023","Concrete"
"Intelligent Cotton Towels","72","$905.13","02/19/2023","Metal"
"Incredible Wooden Ball","61","$549.83","01/01/2024","Metal"
"Intelligent Plastic Shoes","69","$640.60","04/09/2024","Fresh"
"Rustic Metal Chicken","95","$187.31","09/27/2023","Cotton"
"Intelligent Rubber Mouse","91","$997.10","09/03/2023","Frozen"
"Handcrafted Metal Chair","34","$982.67","04/30/2023","Fresh"
"Refined Concrete Towels","100","$62.04","12/12/2023","Bronze"
"Luxurious Concrete Gloves","33","$119.76","02/28/2024","Plastic"
"Incredible Metal Keyboard","14","$527.78","09/17/2023","Bronze"
"Intelligent Bronze Ball","24","$342.52","06/18/2023","Cotton"
"Practical Cotton Table","66","$514.55","02/12/2024","Cotton"
"Awesome Rubber Ball","26","$275.24","06/24/2023","Metal"
"Generic Steel Mouse","59","$208.33","05/25/2023","Steel"
"Practical Bronze Keyboard","78","$485.17","09/20/2023","Rubber"
"Intelligent Plastic Tuna","74","$104.29","04/16/2024","Concrete"
"Ergonomic Wooden Computer","42","$610.59","07/23/2023","Cotton"
"Recycled Metal Mouse","86","$23.43","01/31/2023","Cotton"
"Practical Fresh Hat","44","$614.07","10/09/2023","Cotton"
"Oriental Frozen Mouse","83","$535.56","11/14/2023","Granite"
"Licensed Cotton Chips","8","$401.94","10/27/2023","Frozen"
"Recycled Fresh Chair","83","$970.66","07/30/2023","Concrete"
"Practical Concrete Bike","29","$267.64","04/01/2024","Rubber"
"Elegant Soft Hat","10","$563.54","01/22/2023","Plastic"
"Tasty Cotton Table","10","$126.51","05/07/2023","Soft"
"Awesome Steel Ball","88","$819.11","06/11/2023","Rubber"
"Luxurious Rubber Keyboard","58","$101.21","08/04/2023","Rubber"
"Practical Steel Shoes","31","$773.33","11/10/2023","Fresh"
"Intelligent Steel Shirt","69","$907.02","02/08/2023","Plastic"
"Small Steel Shirt","58","$748.88","05/20/2023","Soft"
"Luxurious Steel Bike","95","$200.11","08/31/2023","Steel"
"Gorgeous Plastic Chips","71","$762.38","05/19/2023","Cotton"
"Refined Steel Shirt","68","$371.61","12/24/2023","Metal"
"Intelligent Fresh Table","55","$72.66","06/27/2023","Frozen"
"Handmade Plastic Hat","60","$969.06","09/25/2023","Plastic"
"Elegant Bronze Chair","75","$35.81","11/02/2023","Rubber"
"Intelligent Concrete Fish","6","$760.25","02/27/2024","Wooden"
"Refined Rubber Gloves","48","$476.91","06/10/2023","Soft"
"Awesome Cotton Bike","46","$484.88","03/01/2023","Bronze"
"Elegant Cotton Cheese","20","$506.43","10/09/2023","Plastic"
"Practical Rubber Shirt","34","$803.84","10/25/2023","Plastic"
"Electronic Frozen Cheese","72","$979.87","04/07/2023","Plastic"
"Sleek Frozen Ball","66","$576.26","11/28/2023","Plastic"
"Small Wooden Pants","47","$60.29","12/18/2023","Wooden"
"Bespoke Soft Ball","27","$769.10","01/26/2024","Rubber"
"Handcrafted Fresh Tuna","16","$623.98","06/20/2023","Wooden"
"Handcrafted Frozen Sausages","9","$886.36","04/14/2023","Frozen"
"Ergonomic Frozen Bacon","51","$451.35","07/07/2023","Wooden"
"Gorgeous Metal Bike","15","$56.12","02/15/2024","Rubber"
"Licensed Rubber Mouse","39","$978.54","01/10/2023","Frozen"
"Small Steel Car","43","$744.79","06/08/2023","Cotton"
"Intelligent Rubber Soap","82","$413.31","04/11/2024","Soft"
"Licensed Concrete Hat","60","$448.64","09/23/2023","Concrete"
"Modern Fresh Chips","5","$659.56","01/14/2024","Steel"
"Refined Bronze Computer","94","$294.11","11/06/2023","Concrete"
"Rustic Soft Shirt","85","$550.18","10/09/2023","Plastic"
"Recycled Granite Bacon","21","$707.47","02/07/2024","Fresh"
"Fantastic Plastic Keyboard","46","$24.21","10/16/2023","Plastic"
"Electronic Cotton Towels","31","$702.15","09/30/2023","Metal"
"Oriental Bronze Car","78","$818.86","06/14/2023","Frozen"
"Oriental Frozen Shoes","96","$616.75","04/05/2024","Fresh"
"Handmade Wooden Pizza","68","$758.69","04/01/2024","Bronze"
"Handcrafted Metal Chair","74","$490.72","08/28/2023","Concrete"
"Bespoke Concrete Tuna","64","$489.43","08/21/2023","Frozen"
"Bespoke Cotton Shoes","13","$736.53","11/09/2023","Metal"
"Unbranded Frozen Sausages","23","$917.14","03/16/2024","Bronze"
"Generic Concrete Chair","66","$347.97","02/07/2024","Metal"
"Tasty Wooden Chips","89","$886.93","01/14/2023","Rubber"
"Ergonomic Steel Fish","22","$188.35","02/01/2024","Granite"
"Intelligent Soft Salad","64","$416.35","12/05/2023","Plastic"
"Fantastic Soft Car","82","$890.65","04/06/2023","Granite"
"Fantastic Wooden Shirt","66","$199.34","07/08/2023","Wooden"
"Refined Soft Cheese","29","$438.94","09/09/2023","Soft"
"Electronic Rubber Bike","48","$631.51","02/06/2024","Concrete"
"Tasty Soft Towels","93","$314.54","12/14/2022","Rubber"
"Handcrafted Wooden Mouse","29","$981.92","10/30/2023","Fresh"
"Tasty Granite Ball","30","$548.28","07/16/2023","Granite"
"Small Granite Mouse","99","$238.67","10/04/2023","Frozen"
"Practical Concrete Hat","39","$621.80","09/08/2023","Rubber"
"Sleek Rubber Chair","17","$75.55","02/12/2023","Soft"
"Gorgeous Frozen Bike","53","$869.46","04/27/2024","Soft"
"Intelligent Cotton Fish","87","$727.32","01/15/2023","Soft"
"Refined Wooden Gloves","33","$385.44","11/11/2023","Wooden"
"Tasty Steel Computer","61","$718.19","12/19/2022","Bronze"
"Oriental Concrete Mouse","28","$456.21","04/11/2024","Metal"
"Awesome Cotton Pants","32","$943.67","02/08/2024","Granite"
"Unbranded Rubber Keyboard","66","$621.31","09/27/2023","Metal"
"Recycled Steel Chair","12","$818.62","06/12/2023","Fresh"
"Luxurious Frozen Shoes","53","$788.85","10/26/2023","Concrete"
"Ergonomic Plastic Chips","94","$429.48","08/30/2023","Frozen"
"Luxurious Concrete Chicken","32","$391.90","09/29/2023","Cotton"
"Practical Fresh Fish","6","$770.30","09/20/2023","Soft"
"Tasty Fresh Car","93","$97.10","01/15/2024","Cotton"
"Practical Plastic Towels","85","$997.23","02/21/2024","Wooden"
"Ergonomic Wooden Keyboard","33","$160.84","12/23/2023","Soft"
"Licensed Metal Bike","37","$798.23","03/02/2023","Soft"
"Tasty Soft Shirt","77","$746.10","02/14/2023","Soft"
"Rustic Bronze Soap","19","$188.19","11/05/2023","Bronze"
"Incredible Rubber Shirt","60","$756.27","02/27/2024","Soft"
"Small Steel Fish","32","$474.69","01/24/2024","Granite"
"Bespoke Soft Keyboard","49","$981.80","01/07/2023","Wooden"
"Generic Bronze Keyboard","22","$903.33","01/12/2023","Concrete"
"Practical Cotton Computer","23","$359.73","12/24/2022","Concrete"
"Bespoke Frozen Fish","52","$364.87","12/28/2023","Concrete"
"Incredible Concrete Car","15","$683.37","05/16/2023","Soft"
"Rustic Steel Cheese","68","$161.32","01/21/2023","Metal"
"Sleek Concrete Salad","5","$247.34","02/24/2023","Plastic"
"Bespoke Soft Tuna","85","$328.32","02/03/2024","Wooden"
"Bespoke Rubber Chicken","45","$399.83","01/17/2023","Plastic"
"Generic Plastic Mouse","69","$757.22","12/13/2023","Plastic"
"Ergonomic Fresh Keyboard","23","$510.83","04/09/2023","Fresh"
"Gorgeous Metal Chips","52","$143.76","04/16/2023","Fresh"
"Sleek Plastic Chicken","49","$423.54","08/01/2023","Steel"
"Practical Cotton Bike","95","$897.23","12/19/2022","Concrete"
"Electronic Wooden Hat","39","$107.52","02/02/2024","Granite"
"Bespoke Steel Bacon","37","$622.11","02/26/2023","Bronze"
"Handmade Soft Pants","76","$126.09","04/07/2023","Plastic"
"Handcrafted Bronze Shoes","62","$457.41","03/23/2024","Cotton"
"Elegant Wooden Pants","74","$471.53","05/01/2023","Wooden"
"Gorgeous Cotton Computer","58","$453.70","11/04/2023","Fresh"
"Practical Bronze Gloves","2","$506.36","05/10/2023","Rubber"
"Oriental Bronze Hat","26","$428.76","04/20/2023","Metal"
"Electronic Plastic Bike","87","$129.01","05/24/2023","Bronze"
"Bespoke Steel Table","98","$112.46","02/13/2024","Steel"
"Generic Cotton Chair","65","$690.63","12/13/2023","Cotton"
"Unbranded Fresh Hat","82","$632.99","03/17/2024","Bronze"
"Unbranded Steel Pants","73","$914.26","06/08/2023","Rubber"
"Bespoke Granite Fish","20","$949.07","04/24/2024","Steel"
"Small Steel Computer","23","$596.73","07/17/2023","Cotton"
"Gorgeous Wooden Car","69","$237.17","06/08/2023","Metal"
"Gorgeous Soft Pizza","21","$739.44","07/15/2023","Fresh"
"Bespoke Frozen Chips","42","$243.70","12/13/2023","Concrete"
"Ergonomic Plastic Towels","34","$443.33","02/06/2023","Plastic"
"Handcrafted Concrete Ball","11","$175.19","09/03/2023","Cotton"
"Tasty Bronze Bacon","82","$217.70","02/02/2024","Steel"
"Tasty Soft Car","62","$738.35","08/28/2023","Metal"
"Refined Steel Towels","26","$970.71","10/28/2023","Cotton"
"Handcrafted Frozen Chips","78","$572.76","07/20/2023","Steel"
"Handcrafted Plastic Shirt","35","$492.39","02/15/2024","Fresh"
"Tasty Concrete Pants","47","$383.15","01/20/2023","Fresh"
"Luxurious Soft Cheese","49","$516.66","04/12/2024","Soft"
"Sleek Soft Hat","13","$972.29","11/09/2023","Frozen"
"Gorgeous Granite Chair","70","$362.61","04/20/2024","Metal"
"Luxurious Granite Cheese","81","$500.69","06/14/2023","Soft"
"Bespoke Metal Bacon","98","$743.11","03/10/2023","Wooden"
"Refined Rubber Soap","71","$654.18","03/03/2024","Plastic"
"Unbranded Soft Fish","61","$572.89","08/29/2023","Fresh"
"Tasty Steel Sausages","66","$139.63","04/10/2024","Bronze"
"Handmade Plastic Chips","4","$591.37","08/10/2023","Granite"
"Oriental Granite Soap","77","$208.48","02/04/2023","Granite"
"Fantastic Metal Shoes","69","$799.48","06/30/2023","Cotton"
"Gorgeous Rubber Salad","3","$646.27","12/03/2023","Bronze"
"Handcrafted Bronze Chair","8","$84.42","05/24/2023","Plastic"
"Unbranded Plastic Chicken","32","$993.83","02/19/2024","Granite"
"Incredible Fresh Computer","30","$379.15","07/02/2023","Concrete"
"Bespoke Soft Sausages","43","$223.12","09/01/2023","Wooden"
"Licensed Bronze Hat","95","$760.11","08/06/2023","Soft"
"Modern Bronze Chair","19","$624.98","11/21/2023","Plastic"
"Practical Steel Table","91","$674.34","12/29/2023","Plastic"
"Small Metal Chicken","5","$976.22","04/23/2023","Concrete"
"Oriental Cotton Shoes","65","$339.57","02/20/2024","Plastic"
"Intelligent Steel Shoes","31","$815.94","05/03/2023","Cotton"
"Recycled Bronze Pants","84","$920.29","07/03/2023","Fresh"
"Gorgeous Granite Tuna","2","$206.71","08/02/2023","Cotton"
"Intelligent Plastic Fish","56","$337.25","01/04/2024","Bronze"
"Elegant Plastic Pizza","50","$837.52","11/25/2023","Metal"
"Licensed Concrete Cheese","38","$859.37","11/30/2023","Rubber"
"Handcrafted Bronze Gloves","48","$496.26","03/15/2024","Steel"
"Refined Rubber Chicken","43","$251.28","01/25/2023","Rubber"
"Elegant Wooden Chair","65","$599.73","06/27/2023","Frozen"
"Small Steel Keyboard","24","$362.74","10/18/2023","Concrete"
"Rustic Concrete Fish","85","$890.06","07/04/2023","Granite"
"Bespoke Steel Towels","78","$995.51","10/12/2023","Rubber"
"Refined Bronze Pizza","65","$906.81","03/31/2024","Steel"
"Fantastic Bronze Salad","58","$342.83","07/11/2023","Fresh"
"Gorgeous Steel Ball","81","$449.16","02/10/2023","Metal"
"Incredible Wooden Salad","78","$380.34","07/12/2023","Bronze"
"Refined Soft Mouse","4","$707.05","01/17/2024","Concrete"
"Handcrafted Metal Pizza","32","$346.58","12/22/2023","Fresh"
"Fantastic Concrete Tuna","53","$939.79","04/22/2024","Rubber"
"Fantastic Cotton Chicken","6","$706.11","08/04/2023","Soft"
"Awesome Soft Sausages","94","$461.05","04/18/2023","Plastic"
"Recycled Cotton Salad","58","$570.50","04/13/2023","Granite"
"Electronic Metal Fish","45","$295.19","01/27/2023","Bronze"
"Generic Wooden Cheese","31","$769.77","10/17/2023","Bronze"
"Unbranded Granite Chicken","84","$920.22","03/17/2023","Bronze"
"Intelligent Bronze Shirt","79","$81.36","03/02/2023","Wooden"
"Elegant Granite Salad","24","$963.07","05/11/2023","Concrete"
"Practical Granite Bike","93","$236.54","06/16/2023","Metal"
"Handcrafted Soft Salad","79","$554.29","05/01/2023","Concrete"
"Tasty Soft Keyboard","52","$840.61","02/16/2023","Metal"
"Luxurious Frozen Fish","88","$651.24","05/01/2023","Soft"
"Modern Soft Cheese","19","$585.72","10/04/2023","Bronze"
"Recycled Fresh Fish","28","$820.25","03/16/2023","Bronze"
"Electronic Soft Shoes","65","$210.30","03/18/2023","Metal"
"Refined Concrete Cheese","86","$662.44","02/11/2023","Granite"
"Oriental Wooden Car","40","$331.41","08/25/2023","Concrete"
"Awesome Concrete Cheese","75","$950.18","10/29/2023","Fresh"
"Sleek Soft Sausages","82","$300.16","02/15/2023","Soft"
"Handmade Plastic Chicken","18","$319.20","03/24/2024","Fresh"
"Fantastic Soft Table","11","$84.16","01/29/2023","Wooden"
"Handcrafted Cotton Towels","26","$666.75","10/29/2023","Wooden"
"Gorgeous Bronze Ball","66","$966.95","07/17/2023","Steel"
"Handmade Plastic Gloves","56","$664.45","11/28/2023","Bronze"
"Modern Steel Keyboard","43","$552.14","11/04/2023","Metal"
"Rustic Metal Cheese","7","$743.01","11/18/2023","Plastic"
"Electronic Concrete Bacon","45","$806.92","12/18/2023","Fresh"
"Electronic Frozen Bacon","37","$835.98","04/03/2024","Fresh"
"Refined Rubber Soap","68","$594.99","03/24/2024","Concrete"
"Bespoke Soft Fish","37","$66.28","03/28/2023","Fresh"
"Licensed Plastic Gloves","74","$980.02","04/03/2024","Fresh"
"Incredible Steel Chips","80","$19.38","03/17/2024","Concrete"
"Gorgeous Bronze Cheese","80","$163.10","04/28/2023","Fresh"
"Intelligent Plastic Cheese","76","$318.97","03/28/2023","Frozen"
"Gorgeous Bronze Computer","91","$167.64","02/24/2023","Plastic"
"Gorgeous Steel Gloves","84","$249.65","01/28/2024","Wooden"
"Refined Metal Table","57","$949.02","10/25/2023","Granite"
"Elegant Bronze Computer","55","$975.06","06/14/2023","Rubber"
"Licensed Bronze Pants","21","$697.43","05/06/2023","Fresh"
"Refined Granite Soap","84","$583.48","08/04/2023","Granite"
"Elegant Rubber Ball","28","$372.85","08/24/2023","Fresh"
"Licensed Rubber Table","20","$341.32","09/09/2023","Granite"
"Generic Soft Shirt","57","$128.80","03/03/2023","Concrete"
"Modern Steel Shirt","62","$144.75","04/08/2023","Fresh"
"Luxurious Rubber Bacon","44","$270.73","01/22/2023","Rubber"
"Licensed Plastic Chips","45","$930.58","03/24/2024","Frozen"
"Licensed Frozen Shoes","81","$502.40","04/02/2024","Bronze"
"Rustic Wooden Towels","68","$139.96","07/27/2023","Plastic"
"Handcrafted Bronze Shoes","51","$130.75","04/19/2023","Metal"
"Ergonomic Concrete Chicken","62","$48.04","12/09/2023","Rubber"
"Refined Steel Soap","84","$253.59","04/05/2023","Frozen"
"Small Soft Pizza","17","$992.07","12/27/2023","Fresh"
"Handcrafted Soft Computer","24","$307.50","06/13/2023","Concrete"
"Handmade Concrete Table","96","$260.46","09/21/2023","Granite"
"Licensed Granite Pants","21","$993.46","08/23/2023","Steel"
"Bespoke Cotton Keyboard","46","$647.79","12/20/2022","Granite"
"Elegant Rubber Keyboard","28","$823.38","08/15/2023","Wooden"
"Sleek Steel Tuna","86","$701.55","10/02/2023","Metal"
"Bespoke Steel Gloves","55","$452.74","07/07/2023","Fresh"
"Elegant Fresh Shoes","6","$76.30","11/30/2023","Wooden"
"Incredible Wooden Gloves","68","$902.81","12/18/2023","Rubber"
"Small Concrete Soap","92","$271.10","06/26/2023","Wooden"
"Refined Granite Chips","82","$904.95","11/19/2023","Wooden"
"Recycled Bronze Soap","38","$229.67","02/22/2023","Rubber"
"Tasty Plastic Chair","91","$119.82","05/27/2023","Concrete"
"Handmade Rubber Shoes","84","$387.51","04/16/2023","Concrete"
"Gorgeous Cotton Ball","36","$354.44","03/30/2023","Granite"
"Electronic Soft Chips","28","$477.88","12/05/2023","Fresh"
"Licensed Concrete Chips","46","$969.78","06/18/2023","Cotton"
"Small Fresh Chips","47","$299.74","04/25/2024","Wooden"
"Awesome Plastic Car","44","$787.18","10/24/2023","Cotton"
"Elegant Bronze Pants","47","$670.69","04/02/2024","Steel"
"Incredible Fresh Mouse","11","$968.77","11/26/2023","Concrete"
"Sleek Steel Computer","42","$427.28","04/18/2024","Plastic"
"Tasty Bronze Shoes","88","$792.54","12/13/2022","Granite"
"Modern Metal Chair","96","$781.02","06/16/2023","Concrete"
"Refined Steel Ball","83","$543.56","01/04/2024","Metal"
"Elegant Soft Gloves","12","$588.32","06/03/2023","Plastic"
"Ergonomic Steel Chicken","64","$392.57","03/23/2024","Metal"
"Sleek Granite Bacon","71","$261.24","01/11/2024","Bronze"
"Bespoke Granite Car","25","$508.89","07/15/2023","Metal"
"Rustic Soft Mouse","40","$8.13","01/14/2023","Metal"
"Fantastic Soft Keyboard","55","$426.86","04/26/2024","Soft"
"Elegant Rubber Computer","29","$729.70","05/04/2023","Soft"
"Handcrafted Rubber Chips","2","$161.51","06/26/2023","Granite"
"Oriental Cotton Table","98","$328.44","06/11/2023","Frozen"
"Elegant Steel Sausages","74","$118.74","11/25/2023","Steel"
"Small Soft Shirt","4","$663.94","03/01/2023","Wooden"
"Modern Fresh Pizza","23","$574.62","12/04/2023","Steel"
"Intelligent Cotton Chips","76","$776.50","01/18/2023","Metal"
"Electronic Concrete Chair","90","$584.35","05/18/2023","Wooden"
"Licensed Metal Sausages","44","$784.83","03/25/2024","Frozen"
"Recycled Bronze Bacon","56","$660.60","02/19/2024","Wooden"
"Refined Plastic Cheese","15","$13.34","04/29/2024","Steel"
"Unbranded Fresh Pants","71","$345.12","11/04/2023","Frozen"
"Fantastic Bronze Computer","39","$245.79","05/26/2023","Soft"
"Handmade Metal Cheese","85","$948.78","12/30/2022","Metal"
"Oriental Cotton Car","37","$440.55","02/26/2024","Wooden"
"Handmade Plastic Pants","19","$426.34","04/12/2024","Steel"
"Electronic Wooden Shoes","33","$792.13","04/26/2023","Metal"
"Refined Concrete Shirt","31","$307.74","02/27/2024","Wooden"
"Electronic Frozen Soap","60","$423.54","02/16/2024","Fresh"
"Refined Metal Pants","28","$513.13","10/07/2023","Fresh"
"Ergonomic Soft Sausages","97","$300.68","02/27/2023","Concrete"
"Sleek Granite Car","93","$303.94","06/03/2023","Frozen"
"Fantastic Granite Pizza","96","$65.85","04/17/2024","Metal"
"Practical Steel Gloves","73","$351.88","02/17/2024","Steel"
"Modern Concrete Chips","50","$40.99","12/21/2023","Concrete"
"Generic Bronze Shoes","54","$762.05","12/07/2023","Granite"
"Incredible Soft Shoes","62","$336.99","01/23/2024","Wooden"
"Fantastic Bronze Table","56","$290.02","08/02/2023","Fresh"
"Ergonomic Frozen Sausages","5","$595.12","01/15/2024","Steel"
"Rustic Bronze Soap","15","$813.62","01/14/2023","Rubber"
"Refined Metal Shoes","54","$420.58","10/17/2023","Cotton"
"Awesome Metal Ball","52","$857.01","06/26/2023","Frozen"
"Unbranded Rubber Bacon","79","$678.49","02/12/2024","Cotton"
"Oriental Rubber Ball","50","$461.64","06/06/2023","Steel"
"Small Concrete Gloves","91","$209.34","01/01/2023","Soft"
"Ergonomic Plastic Pizza","59","$647.78","04/01/2023","Cotton"
"Refined Soft Shirt","96","$505.28","04/09/2023","Rubber"
"Refined Steel Chair","99","$488.02","12/18/2022","Concrete"
"Refined Fresh Mouse","16","$110.92","07/10/2023","Bronze"
"Unbranded Steel Chips","25","$911.43","12/26/2022","Wooden"
"Intelligent Bronze Hat","22","$736.38","03/04/2023","Fresh"
